,Col#0,Col#1,Col#2,Col#3,Col#4
0,0.46981371651955317,0.27144634478886365,0.05913807832880158,0.8679272150495206,0.1918745739120845
1,0.4007621470992131,0.1932186178764378,0.9697076849489011,0.014207177058935594,0.14466667249477883
2,0.20198106029981133,0.23964037423563844,0.970629425934234,0.6472046028139173,0.9426862848449783
3,0.2152051091942664,0.9690697044519696,0.8694226804289086,0.056150612756349694,0.36792458497818625
4,0.9614871641211954,0.990762519054759,0.5400975382448782,0.4152408600695998,0.6955484800463202
5,0.4623697231653331,0.7778851513189546,0.6925353543278933,0.3623228987686844,0.9131373727311788
6,0.11012444601711746,0.6447169115779277,0.044371271299071924,0.7228118475290672,0.854907584812872
7,0.8552421072208538,0.5646991671790785,0.5276735527688997,0.5077728944953023,0.003992597784448049
8,0.537274835010564,0.2334666606177479,0.009920537679452668,0.6152643720717321,0.15515043868420575
9,0.588045105127661,0.3144353983283015,0.20165570285539303,0.6375816775237654,0.8348126037659204
10,0.41242288380788317,0.4957921905477439,0.7819149200383892,0.2434858095824063,0.18690315437925697
11,0.0029932108102741495,0.7364911078529169,0.3726457742155811,0.24330245830216224,0.8048110097220358
12,0.23180990868477613,0.20441630376680375,0.18381997339042255,0.7496950019361494,0.6615121597884936
13,0.856245840044045,0.03146095668249271,0.3845930072292669,0.5703532132752324,0.7188927948452853
14,0.7330135595817521,0.484820173091838,0.5987698707157848,0.19147132374684583,0.22513195133984754
15,0.4994969044648476,0.5748075573645547,0.2382639180767312,0.6413823276525578,0.977648150259645
16,0.1287013075525988,0.11237604976230453,0.1399965011695311,0.3439391643115768,0.27642255281364003
17,0.36208118198635053,0.7775214908647675,0.7580906651480132,0.7032276577218726,0.46719701042529926
18,0.6995328519223469,0.641019125431729,0.706989401862055,0.7388550742360274,0.5009262460541878
19,0.3727521050389334,0.06441052217403498,0.39593372037079433,0.2724721921697397,0.27553725325526024
